date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_market_cap
8/27/2017,18264,1394,3994,1779,2117,814,223,148,77,33,156,23,90,14,0.013576408,1.5176,8385,5525,334.360000,347.890000,334.360000,347.890000,633369984,31517530112
8/28/2017,18191,1593,4197,2047,1870,678,239,167,65,30,155,29,66,10,0.009598767,1.3991,8130,5811,350.040000,352.050000,338.410000,347.750000,854318976,33002674176
8/29/2017,24878,1909,5579,2554,2430,862,306,197,72,31,191,35,66,13,0.012528907,1.4508,10424,7185,347.960000,373.760000,347.790000,370.670000,1220029952,32813217792
8/30/2017,24307,1870,5511,2488,2172,758,339,237,75,30,194,55,78,11,0.008496066,1.4127,10054,7117,369.470000,388.750000,361.970000,378.480000,1333319936,34848423936
8/31/2017,22965,1952,5308,2438,2038,695,339,232,82,38,218,46,61,11,0.011341713,1.4259,10322,7239,378.440000,386.140000,376.350000,383.040000,706254016,35701485568
9/1/2017,26508,2070,5987,2792,2280,783,348,239,71,35,218,35,91,14,0.009667062,1.3978,10492,7506,383.470000,390.040000,383.470000,387.740000,874222016,36182855680
9/2/2017,22023,1588,4730,2078,1967,648,270,182,49,17,145,21,50,6,0.010200212,1.3389,8995,6718,387.820000,389.350000,328.100000,348.980000,1483600000,36601204736
9/3/2017,17076,1375,3851,1795,1587,522,232,151,55,26,167,40,73,9,0.012109196,1.3676,7760,5674,350.230000,366.490000,332.230000,347.480000,986265984,33059801088
9/4/2017,25332,2022,4934,2170,2704,876,297,201,70,34,187,32,140,13,0.009680308,1.3354,10157,7606,347.130000,347.130000,279.940000,295.170000,1801689984,32773988352
9/5/2017,21553,1876,4629,2109,2193,782,305,203,80,47,159,24,135,10,0.007137014,1.3466,9325,6925,297.570000,318.570000,268.290000,312.990000,1551049984,28099983360
9/6/2017,19610,1888,4607,2060,1741,575,273,183,47,23,193,33,113,8,0.007535934,1.3158,8762,6659,313.800000,334.660000,313.490000,334.340000,1058830016,29639079936
9/7/2017,19892,1789,4495,2107,2050,791,289,196,57,22,198,47,73,10,0.010139875,1.3386,8721,6515,333.520000,333.520000,319.940000,329.430000,718624000,31507544064
9/8/2017,22391,1846,4677,2097,2458,850,225,139,65,33,167,40,112,12,0.013493208,1.4061,9760,6941,329.640000,329.640000,285.160000,296.500000,1098780032,31147151360
9/9/2017,15052,1321,3346,1522,1544,577,211,148,55,24,130,23,77,6,0.009229078,1.3173,7046,5349,296.170000,299.890000,287.220000,294.400000,528620992,27990509568
9/10/2017,15458,1312,3389,1555,1754,708,224,149,52,29,163,32,68,5,0.006337759,1.3068,6811,5212,294.060000,294.760000,268.970000,288.750000,698326016,27797227520
9/11/2017,17335,1706,3654,1683,1987,771,251,171,73,33,186,35,119,12,0.008171922,1.3233,7736,5846,289.740000,300.690000,286.680000,294.530000,571307008,27394424832
9/12/2017,19467,1889,4087,1790,2295,855,231,160,68,32,189,49,166,22,0.009715641,1.3478,8437,6260,294.630000,311.200000,287.230000,291.460000,753144000,27861831680
9/13/2017,23729,2226,4722,2064,2571,919,280,195,126,56,207,37,169,25,0.011903340,1.3882,10309,7426,291.120000,291.120000,260.610000,277.110000,921692032,27535706112
9/14/2017,39297,2500,7784,3386,4291,1499,298,179,91,51,226,47,175,20,0.012680998,1.4043,11566,8236,276.590000,280.840000,213.910000,213.910000,1184589952,26166147072
9/15/2017,54366,2616,10531,4280,5977,1900,328,208,98,49,257,52,207,33,0.009071472,1.4011,12330,8800,215.220000,258.650000,195.040000,250.460000,1935699968,20364886016
9/16/2017,17727,1412,3734,1693,1997,725,208,143,60,37,132,19,100,20,0.008061244,1.3265,7946,5990,250.870000,262.590000,238.220000,246.520000,711737024,23742570496
9/17/2017,14937,1145,3208,1494,1547,566,164,110,50,27,107,13,55,8,0.006650086,1.3368,6985,5225,245.850000,257.000000,235.240000,251.750000,427452000,23272527872
9/18/2017,20330,1774,4475,2022,2237,788,252,167,57,31,156,26,103,13,0.011186336,1.3376,8669,6481,252.230000,293.500000,252.230000,293.500000,1127750016,23881156608
9/19/2017,20313,1795,4548,2120,2468,868,232,160,59,30,155,42,103,20,0.009926185,1.3131,8833,6727,293.660000,295.770000,274.480000,282.800000,646908992,27809294336
9/20/2017,19309,1708,4440,2097,2006,730,247,165,71,33,169,39,103,17,0.012621877,1.3619,8554,6281,282.020000,290.890000,278.050000,283.740000,421404000,26712387584
9/21/2017,18347,1714,4126,1892,2158,856,203,143,60,27,169,27,121,19,0.010802627,1.3222,7846,5934,283.260000,286.610000,255.020000,258.580000,601265984,26835992576
9/22/2017,17022,1638,3668,1671,1954,751,212,139,61,31,170,31,105,17,0.011251022,1.3619,7718,5667,258.110000,270.540000,256.220000,264.310000,430080992,24458373120
9/23/2017,13003,1100,2995,1395,1275,464,147,113,37,19,151,15,63,10,0.010340002,1.3495,6271,4647,264.600000,286.170000,261.120000,286.170000,450934016,25077055488
9/24/2017,12894,1101,2937,1353,1346,470,198,143,27,13,129,34,30,4,0.011545576,1.3373,5998,4485,286.210000,292.950000,278.130000,282.480000,571411008,27129874432
9/25/2017,15808,1558,3701,1734,1591,559,172,111,39,15,154,25,96,21,0.008318466,1.2857,7069,5498,282.220000,293.520000,281.880000,292.330000,483160992,26755461120
9/26/2017,16762,1706,3897,1814,1800,674,208,131,42,20,164,29,85,3,0.009523765,1.3318,7622,5723,292.350000,293.750000,287.020000,287.440000,345800992,27719983104
9/27/2017,19243,1826,4369,2157,2133,811,261,163,55,26,165,34,103,17,0.011552009,1.3409,8579,6398,287.020000,308.020000,286.820000,306.470000,550243968,27219355648
9/28/2017,18662,1719,4340,2121,2183,870,227,155,60,34,180,34,90,15,0.010366986,1.3673,8264,6044,306.470000,307.200000,295.470000,299.150000,501894016,29068738560
9/29/2017,17552,1707,3810,1796,2062,788,213,151,65,31,184,35,111,15,0.014622252,1.3776,7606,5521,299.120000,299.920000,279.770000,291.470000,541374976,28375930880
9/30/2017,15267,1268,3517,1624,1708,645,154,97,47,26,136,27,64,5,0.013815318,1.5018,7159,4767,291.480000,303.960000,291.110000,301.460000,332439008,27655217152
10/1/2017,15029,1207,3499,1676,1691,618,193,141,45,18,87,15,60,8,0.017972514,1.4704,6864,4668,301.550000,303.190000,295.060000,302.340000,306184992,28615151616
10/2/2017,16523,1638,3902,1826,1837,722,243,171,54,17,185,32,71,8,0.010161506,1.3654,7377,5403,302.480000,302.920000,294.580000,297.480000,339443008,28708456448
10/3/2017,17678,1715,3942,1844,1998,813,243,159,53,24,177,34,86,14,0.013741689,1.3803,7873,5704,297.480000,300.110000,288.130000,292.460000,321680000,28238487552
10/4/2017,18257,1693,4335,2137,2075,813,233,161,60,29,144,21,105,10,0.016941172,1.4271,8126,5694,292.750000,299.390000,290.890000,292.660000,257906000,27794059264
10/5/2017,17398,1626,4184,2060,2006,764,207,138,55,37,173,37,91,12,0.014833943,1.3884,7689,5538,292.770000,298.040000,288.840000,295.860000,253747008,27800369152
10/6/2017,18450,1596,4300,1971,2246,801,210,134,42,22,148,38,80,11,0.013903185,1.4441,7905,5474,295.150000,308.840000,294.950000,308.590000,318664000,28031059968
10/7/2017,14187,1302,3191,1535,1700,599,182,136,48,27,147,33,69,8,0.015146403,1.3639,6289,4611,308.890000,313.130000,304.980000,311.120000,342204992,29340370944
10/8/2017,14941,1282,3398,1549,1605,582,179,120,52,27,161,31,58,6,0.011241907,1.3626,6696,4914,311.060000,312.540000,308.030000,308.610000,293167008,29550901248
10/9/2017,19169,1773,4386,1922,2117,746,228,148,57,26,195,27,84,21,0.010086725,1.4130,8232,5826,308.670000,309.310000,288.180000,297.390000,559467008,29328332800
10/10/2017,19069,1903,4345,1953,2130,786,248,156,41,21,201,33,96,17,0.012788506,1.4158,8632,6097,297.600000,306.150000,293.170000,299.870000,359705984,28281407488
10/11/2017,16762,1780,3986,1808,1921,717,241,162,49,22,161,26,89,16,0.012854441,1.4132,7908,5596,301.180000,304.390000,299.100000,303.460000,264146000,28626298880
10/12/2017,25046,2345,5650,2562,2454,888,273,180,78,31,269,59,80,10,0.012256131,1.4427,10715,7427,303.500000,309.150000,303.290000,304.140000,527556992,28851191808
10/13/2017,27667,2391,6199,2737,2763,954,289,182,92,40,246,51,111,11,0.009179835,1.3805,11172,8093,304.080000,348.600000,299.660000,338.760000,1304359936,28911118336
10/14/2017,17082,1445,4121,1936,1836,667,235,155,44,27,158,22,56,4,0.011647857,1.3916,7971,5728,338.850000,347.980000,334.700000,339.630000,516561984,32222433280
10/15/2017,16892,1481,3988,1850,1688,606,234,155,55,24,176,36,63,9,0.010278173,1.4094,7984,5665,339.530000,342.720000,320.430000,336.600000,635406976,32292085760
10/16/2017,20139,1935,4651,2078,2032,759,280,191,61,26,229,42,56,8,0.008941556,1.3804,9039,6548,336.710000,349.350000,332.040000,333.380000,692884992,32029241344
10/17/2017,19976,1968,4588,2089,2084,777,262,170,63,29,210,33,73,10,0.013388432,1.4176,9013,6358,333.480000,333.480000,311.790000,317.080000,509924000,31727747072
10/18/2017,21024,1970,4758,2228,2199,775,254,165,65,30,189,41,80,16,0.008840876,1.3353,9012,6749,316.940000,317.240000,290.640000,314.320000,606113984,30160478208
10/19/2017,18845,1870,4500,2100,1957,769,268,193,49,19,183,35,100,14,0.010728274,1.3994,8643,6176,314.540000,316.710000,305.830000,308.090000,349830016,29937942528
10/20/2017,21997,2210,5021,2251,2187,765,293,188,63,24,210,28,91,8,0.010413675,1.4201,9742,6860,308.050000,311.440000,303.490000,304.010000,396672992,29326307328
10/21/2017,20237,1903,4678,2178,2082,734,287,193,71,33,207,37,91,16,0.012149687,1.4709,9286,6313,303.570000,303.930000,291.770000,300.190000,408014016,28906563584
10/22/2017,18864,1538,4346,2005,2012,739,262,169,63,40,185,28,75,15,0.013679347,1.4997,8761,5842,300.550000,305.500000,292.810000,295.450000,327387008,28624836608
10/23/2017,21699,2309,4928,2235,2460,915,319,216,82,35,212,38,127,15,0.011306742,1.4627,9815,6710,295.100000,295.750000,277.580000,286.950000,482336000,28111425536
10/24/2017,23948,2460,5363,2374,2578,919,331,219,74,33,214,33,112,15,0.011585125,1.4512,10566,7281,287.120000,311.960000,282.660000,298.330000,684281024,27357478912
10/25/2017,21516,2185,5184,2348,2370,927,312,205,86,34,213,47,107,24,0.014639528,1.4828,10062,6786,298.440000,301.850000,290.720000,297.920000,325040000,28441989120
10/26/2017,21799,1971,5147,2317,2237,844,263,183,62,32,215,32,75,8,0.014291384,1.4429,10138,7026,298.020000,301.070000,295.220000,296.530000,270272992,28408424448
10/27/2017,20512,1907,4770,2266,2659,826,264,186,63,33,217,51,90,16,0.012966085,1.4661,9417,6423,296.510000,299.260000,294.060000,297.420000,257168992,28270110720
10/28/2017,15172,1436,3602,1681,1762,653,215,149,45,16,149,31,72,9,0.009889322,1.4631,7699,5262,297.920000,300.360000,293.580000,296.300000,264424000,28410406912
10/29/2017,18683,1576,4180,1831,1880,718,242,177,51,26,163,34,74,11,0.012511340,1.5706,8803,5605,296.380000,313.760000,296.380000,305.090000,551752000,28270163968
10/30/2017,19035,1968,4564,2175,1986,745,251,168,79,35,175,29,80,14,0.010829016,1.4549,9188,6315,304.780000,310.500000,304.350000,307.750000,331441984,29077594112
10/31/2017,22551,2239,5333,2425,2210,833,319,225,86,37,267,55,80,7,0.006372043,1.4285,10212,7149,307.380000,310.550000,305.880000,305.880000,369583008,29331517440
11/1/2017,25642,2519,5950,2724,2430,857,405,264,75,32,252,59,102,14,0.009829775,1.4746,11664,7910,305.760000,306.400000,290.580000,291.690000,553864000,29183592448
11/2/2017,32630,3209,7392,3236,3037,1029,498,315,111,53,324,56,155,27,0.009751289,1.5483,14494,9361,290.730000,293.910000,281.170000,287.430000,904900992,27754237952
11/3/2017,27606,2739,6138,2752,2765,1003,390,258,114,43,272,52,125,20,0.009727222,1.5672,12994,8291,288.500000,308.310000,287.690000,305.710000,646339968,27547410432
11/4/2017,21686,1855,5039,2267,2256,874,297,207,73,29,216,50,86,14,0.009274526,1.4695,10225,6958,305.480000,305.480000,295.800000,300.470000,416479008,29175347200
11/5/2017,21875,1832,5153,2407,2230,800,317,208,89,46,196,37,79,17,0.008603456,1.4968,10171,6795,300.040000,301.370000,295.120000,296.260000,337657984,28661499904
11/6/2017,25337,2171,6020,2789,2449,882,328,198,72,31,235,50,87,20,0.014410031,1.5018,11849,7890,296.430000,305.420000,293.720000,298.890000,579358976,28322701312
11/7/2017,27934,2403,6294,2854,3117,1209,353,251,101,42,221,39,124,17,0.019774970,1.5334,11902,7762,298.570000,304.840000,290.770000,294.660000,540766016,28533338112
11/8/2017,36277,3125,7736,3300,4015,1543,406,268,136,63,337,70,225,47,0.017670749,1.6635,15780,9486,294.270000,318.700000,293.100000,309.070000,967955968,28128708608
11/9/2017,31312,2777,7051,3183,3151,1119,365,244,84,34,291,73,156,24,0.014532477,1.5504,13957,9002,308.640000,329.450000,307.060000,320.880000,893249984,29508962304
11/10/2017,36361,3228,7874,3430,3677,1221,443,280,132,46,296,84,166,24,0.012260390,1.6436,16050,9765,320.670000,324.720000,294.540000,299.250000,885985984,30665191424
11/11/2017,35803,3320,7744,3369,3989,1467,469,300,139,60,349,61,241,29,0.014108219,1.8282,16052,8780,298.590000,319.450000,298.190000,314.680000,842300992,28559437824
11/12/2017,49801,4582,9836,4173,5720,2063,645,388,302,151,419,77,329,43,0.014892089,2.0601,22939,11135,314.690000,319.150000,298.510000,307.910000,1613479936,30106191872
11/13/2017,44979,3909,9431,4095,5241,1981,522,317,187,101,347,82,243,44,0.014874137,1.8683,20359,10897,307.020000,328.420000,307.020000,316.720000,1041889984,29379016704
11/14/2017,38860,3367,8300,3738,4417,1709,467,309,148,68,333,53,241,36,0.011543068,1.7440,17126,9820,316.760000,340.180000,316.760000,337.630000,1069680000,30317289472
11/15/2017,38920,3299,8955,4078,4229,1562,488,335,148,73,323,68,152,23,0.013651669,1.8011,17977,9981,337.960000,340.910000,329.810000,333.360000,722665984,32353241088
11/16/2017,38868,3520,8928,4036,4041,1480,493,324,142,70,383,89,163,30,0.014767060,1.7617,17895,10158,333.440000,336.160000,323.610000,330.920000,797254016,31927291904
11/17/2017,36717,3296,8162,3642,3976,1394,490,312,149,71,342,62,176,34,0.012099515,1.7576,18042,10265,330.170000,334.960000,327.520000,332.390000,621732992,31620308992
11/18/2017,27369,2244,6222,2853,2772,1013,361,226,115,55,266,52,119,15,0.010475693,1.6020,13466,8406,331.980000,349.620000,327.690000,347.610000,649638976,31800690688
11/19/2017,30526,2184,6742,3015,2992,1091,320,202,81,36,269,37,97,16,0.012216465,1.6134,14014,8686,347.400000,371.290000,344.740000,354.390000,1181529984,33284902912
11/20/2017,34545,3016,7499,3304,3743,1318,453,312,128,61,360,61,155,30,0.009080891,1.6425,16175,9848,354.090000,372.140000,353.290000,366.730000,807027008,33933447168
11/21/2017,37193,3245,7804,3493,4079,1466,470,291,117,64,311,65,183,20,0.013056174,1.6482,17492,10613,367.440000,372.470000,350.690000,360.400000,949912000,35220160512
11/22/2017,32441,2825,7556,3401,3371,1267,394,270,104,55,278,57,128,24,0.009175017,1.5238,14670,9627,360.310000,381.420000,360.150000,380.650000,800819008,34544005120
11/23/2017,35012,2836,7766,3363,3216,1093,393,260,105,55,322,59,157,22,0.014081866,1.4537,14563,10018,381.440000,425.550000,376.090000,410.170000,1845680000,36577304576
11/24/2017,32926,2732,7505,3287,2923,989,325,217,93,53,287,68,126,12,0.009496618,1.4752,13980,9477,412.500000,480.970000,402.760000,474.910000,2292829952,39564333056
11/25/2017,30609,2431,6875,2995,2701,905,351,228,82,37,287,67,99,14,0.007549359,1.5234,14367,9431,475.680000,485.190000,461.050000,466.280000,1422080000,45633404928
11/26/2017,47518,3575,8674,3740,3355,1083,501,311,100,38,405,74,135,15,0.010751693,1.5998,17900,11189,465.970000,472.720000,451.610000,471.330000,1197779968,44712116224
11/27/2017,42847,3854,9746,4263,3935,1373,596,383,131,65,430,95,143,20,0.008434434,1.5742,19709,12520,471.530000,493.400000,468.480000,480.360000,1396480000,45254983680
11/28/2017,49216,4831,11205,4983,4622,1523,734,470,148,63,497,87,208,27,0.009715780,1.6607,23149,13939,480.520000,482.480000,466.350000,472.900000,1346499968,46127161344
11/29/2017,81429,7311,17355,7019,7035,2056,914,586,252,98,716,143,336,49,0.009301376,1.6076,38603,24013,473.280000,522.310000,425.070000,427.520000,2675940096,45442129920
11/30/2017,50532,4501,11447,4919,4779,1721,656,420,179,85,452,96,218,28,0.008013025,1.5571,25196,16181,431.210000,465.500000,401.240000,447.110000,1903040000,41411944448
12/1/2017,41137,3795,10091,4658,4037,1481,590,383,134,61,426,89,161,22,0.009621935,1.5942,19798,12419,445.210000,472.610000,428.310000,466.540000,1247879936,42764972032
12/2/2017,34242,3081,8377,3787,3255,1138,507,321,125,56,341,59,131,21,0.008168096,1.5657,17215,10995,466.850000,476.240000,456.650000,463.450000,943649984,44853297152
12/3/2017,39456,3250,9196,4072,3503,1149,597,424,104,40,376,79,121,16,0.008487939,1.6684,19807,11872,463.700000,482.810000,451.850000,465.850000,990556992,44560453632
12/4/2017,40422,3965,9887,4500,3724,1221,632,436,142,57,438,91,160,23,0.007754446,1.5541,19185,12345,466.050000,474.780000,453.310000,470.200000,1005550016,44795654144
12/5/2017,43371,4083,10217,4642,4258,1429,629,420,116,58,456,113,198,28,0.008587472,1.5084,19992,13254,470.290000,473.560000,457.660000,463.280000,1216720000,45212790784
12/6/2017,58391,5391,12754,5430,5628,1883,747,481,204,96,545,96,291,28,0.014779981,1.5966,25541,15997,462.600000,462.710000,420.210000,428.590000,1998259968,44483092480
12/7/2017,81626,7393,16780,7002,7756,2452,937,574,321,139,717,148,399,56,0.012808609,1.6680,37017,22192,426.370000,441.400000,414.410000,434.410000,2129570048,41007566848
12/8/2017,59566,5782,13480,5901,5604,1823,893,570,266,117,560,121,314,37,0.006448218,1.5526,27864,17947,434.990000,466.060000,422.370000,456.030000,2336379904,41845780480
12/9/2017,45418,4134,9902,4306,4231,1372,625,391,175,104,468,96,204,23,0.006431325,1.4688,20776,14145,457.340000,504.150000,456.250000,473.500000,2003849984,44005625856
12/10/2017,47763,4089,10728,4639,4308,1426,623,412,160,81,421,98,212,31,0.008933382,1.5398,21918,14234,472.790000,472.790000,429.510000,441.720000,1404179968,45501435904
12/11/2017,52496,4663,12215,5406,4876,1675,672,451,174,85,490,103,224,28,0.007980240,1.4746,22735,15418,440.360000,516.970000,439.100000,515.140000,1771440000,42389250048
12/12/2017,58867,5374,13552,5860,5274,1730,767,524,205,81,593,116,229,32,0.007856162,1.4051,23721,16882,522.290000,657.320000,504.490000,651.430000,5179829760,50286358528
12/13/2017,58740,5051,13955,6439,4968,1630,730,500,160,77,571,107,225,25,0.008529883,1.3836,24628,17800,644.910000,747.990000,597.800000,702.770000,4524539904,62105632768
12/14/2017,52020,4819,12519,5711,4967,1670,681,434,194,85,531,110,219,40,0.008834497,1.4615,23350,15977,700.590000,753.120000,664.990000,695.820000,3821580032,67482947584
12/15/2017,46308,4242,10771,4888,4501,1560,595,411,150,73,447,86,196,31,0.008200936,1.4676,21044,14339,696.380000,697.130000,621.060000,684.450000,2758710016,67090915328
12/16/2017,41043,3706,9312,4148,3862,1274,542,359,135,63,418,99,179,15,0.006505929,1.4898,19414,13031,686.190000,718.390000,680.790000,696.210000,2165690112,66124197888
12/17/2017,42723,3591,10070,4714,3816,1319,592,410,134,69,432,94,176,27,0.006693138,1.4565,19844,13624,696.240000,735.830000,696.240000,719.970000,2147389952,67106369536
12/18/2017,48761,4519,11408,5167,4207,1347,647,451,155,75,524,108,191,21,0.009835128,1.4319,21480,15001,721.730000,803.930000,689.230000,794.650000,3249230080,69578416128
12/19/2017,61021,5345,13878,6151,5480,1800,799,538,189,91,578,134,266,42,0.007795436,1.4821,26343,17774,793.900000,881.940000,785.340000,826.820000,4096549888,76552151040
12/20/2017,94290,8256,17951,7306,10365,3434,972,603,404,189,788,159,556,90,0.012734182,1.8357,40754,22201,827.520000,845.060000,756.000000,819.090000,3969939968,79810617344
12/21/2017,68396,5866,14846,6582,7299,2658,800,521,274,125,572,126,342,61,0.009371296,1.6629,30139,18124,820.240000,880.540000,792.690000,821.060000,3569060096,79125323776
12/22/2017,94851,7628,18917,7647,10096,3325,814,522,311,151,784,173,498,78,0.007700783,1.6069,40300,25080,822.640000,827.680000,543.760000,674.860000,4977710080,79374360576
12/23/2017,51025,4119,11622,5137,4882,1655,615,415,196,88,545,119,195,20,0.006266028,1.5075,23597,15653,681.320000,763.900000,679.730000,719.390000,2480339968,65752117248
12/24/2017,45470,3331,10457,4652,4273,1490,532,371,155,71,458,112,168,20,0.005585251,1.5179,21406,14102,721.770000,721.770000,614.920000,694.150000,2300549888,69671215104
12/25/2017,43717,2990,11664,5526,3551,1184,485,337,107,51,478,117,95,13,0.009122933,1.4496,20823,14365,698.870000,782.520000,698.870000,765.830000,2491760128,67475095552
12/26/2017,45083,3565,10838,5044,4143,1436,561,404,127,54,390,78,142,21,0.007978294,1.5140,21286,14059,763.370000,786.790000,760.930000,773.840000,2201159936,73717784576
12/27/2017,46904,4070,11433,5286,4262,1436,625,438,122,66,465,98,161,24,0.005788312,1.4859,21761,14645,774.970000,789.250000,738.410000,762.840000,2100029952,74854146048
12/28/2017,49030,3785,11323,5140,4781,1644,569,404,141,70,370,70,198,20,0.007591586,1.4958,21935,14664,762.210000,763.320000,701.190000,737.020000,2389149952,73637076992
12/29/2017,48158,3744,11533,5340,4290,1388,601,430,139,75,434,75,164,16,0.007889247,1.4467,21126,14603,740.390000,770.120000,729.610000,753.590000,2648969984,71544307712
12/30/2017,51728,3722,11128,5028,4775,1556,535,399,119,46,417,103,172,27,0.011935376,1.4588,22228,15237,753.820000,753.820000,685.230000,717.260000,3187780096,72856870912
12/31/2017,43072,3247,10202,4690,3893,1364,527,402,98,50,482,97,150,17,0.009602629,1.4700,19568,13312,712.210000,760.350000,710.120000,756.730000,2554269952,68850778112
1/1/2018,37754,2714,8998,4250,3265,1152,435,292,89,39,326,71,126,10,0.010043185,1.3797,16381,11873,755.760000,782.530000,742.000000,772.640000,2595760128,73075769344
1/2/2018,53216,3979,12525,5626,4183,1382,603,448,118,60,466,84,172,27,0.007575036,1.3533,20497,15146,772.350000,914.830000,772.350000,884.440000,5783349760,74695671808
1/3/2018,56161,4616,13131,5841,4330,1394,771,566,128,70,508,81,170,16,0.006425025,1.3492,21963,16279,886.000000,974.470000,868.450000,962.720000,5093159936,85703540736
1/4/2018,64319,5034,14471,6439,5148,1699,782,556,167,66,543,107,240,29,0.005978623,1.3535,24432,18051,961.710000,1045.080000,946.090000,980.920000,6502859776,93049372672
1/5/2018,66720,5059,15477,6860,5367,1670,786,538,159,80,639,129,225,36,0.007890564,1.3445,25080,18654,975.750000,1075.390000,956.330000,997.720000,6683149824,94423851008
1/6/2018,57218,4340,12967,5716,4571,1508,663,455,147,74,469,111,184,27,0.007657127,1.3149,21900,16655,995.150000,1060.710000,994.620000,1041.680000,4662219776,96326549504
1/7/2018,60133,4462,13588,6191,4851,1577,696,486,142,68,516,106,149,10,0.007724683,1.3941,23669,16978,1043.010000,1153.170000,1043.010000,1153.170000,5569880064,100981178368
1/8/2018,67609,5279,15158,6835,5572,1708,806,556,174,95,567,103,215,29,0.006499061,1.3698,26380,19258,1158.260000,1266.930000,1016.050000,1148.530000,8450970112,112163954688
1/9/2018,66319,5123,14916,6747,5420,1763,744,529,161,84,583,120,257,37,0.007558392,1.3442,25624,19063,1146.000000,1320.980000,1145.490000,1299.740000,7965459968,110999126016
1/10/2018,70713,5211,16352,7329,5901,1907,744,523,148,80,586,124,241,34,0.006493964,1.3229,25961,19624,1300.340000,1417.380000,1226.600000,1255.820000,9214950400,125975928832
1/11/2018,65337,5247,14152,6255,6313,2039,674,473,186,98,541,111,327,67,0.005653954,1.3534,25321,18709,1268.090000,1337.300000,1135.170000,1154.930000,7235899904,122878590976
1/12/2018,56198,4411,13066,5923,4971,1699,617,423,161,75,462,85,240,28,0.007487192,1.3257,22698,17121,1158.290000,1296.040000,1120.090000,1273.200000,5222300160,112263086080
1/13/2018,47151,3854,10590,4847,4156,1266,518,372,127,61,471,124,158,26,0.008311174,1.2915,19041,14743,1270.470000,1432.880000,1270.470000,1396.420000,5746760192,123162533888
1/14/2018,44980,3600,9954,4473,4208,1409,497,345,108,58,477,129,142,21,0.007560714,1.3767,18985,13790,1397.480000,1400.560000,1286.210000,1366.770000,4841630208,135503314944
1/15/2018,48035,4130,10848,4870,4427,1563,548,377,140,66,447,83,219,53,0.008498400,1.3614,20652,15170,1365.210000,1390.590000,1290.600000,1291.920000,4781100032,132403560448
1/16/2018,83898,6400,16811,6956,8100,2506,662,459,201,105,704,138,430,63,0.006356379,1.3497,32020,23723,1292.630000,1292.630000,875.540000,1053.690000,8405139968,125388570624
1/17/2018,98112,6779,19285,8144,10475,3572,649,461,258,143,714,138,475,89,0.008180618,1.4424,38709,26836,1061.340000,1090.230000,780.920000,1014.250000,8545160192,102973726720
1/18/2018,63085,4871,13881,6183,6219,2144,501,362,139,62,584,107,282,49,0.010044671,1.4210,26694,18786,1016.440000,1100.310000,967.760000,1036.280000,5938319872,98642083840
1/19/2018,53425,3987,11945,5369,5743,2037,497,355,113,55,460,101,243,50,0.007795335,1.3650,22071,16169,1028.820000,1093.220000,1003.710000,1039.100000,4084450048,99863855104
1/20/2018,47619,3346,10738,4862,4299,1482,432,306,123,64,406,85,183,33,0.007106075,1.3495,19682,14585,1044.950000,1167.110000,1044.950000,1155.150000,3975190016,101450956800
1/21/2018,40667,2947,8928,4061,4074,1424,388,281,81,53,347,65,171,33,0.007515298,1.3195,17304,13114,1155.680000,1155.680000,1021.500000,1049.580000,3378089984,112225746944
1/22/2018,52316,3647,11373,5109,5185,1820,432,297,110,61,349,65,207,34,0.007839454,1.3596,21185,15582,1055.350000,1089.100000,930.740000,1003.260000,3810099968,102504308736
1/23/2018,49363,3989,10962,5066,4644,1614,437,310,118,62,416,67,204,25,0.006507034,1.2665,19502,15398,1004.170000,1023.230000,920.540000,986.230000,3556699904,97554251776
1/24/2018,48837,3833,10849,4978,4730,1615,394,283,123,72,399,71,195,28,0.004498645,1.3262,20331,15330,987.480000,1062.440000,965.810000,1058.780000,3944039936,95952658432
1/25/2018,46684,3756,10233,4634,4166,1414,401,284,111,61,460,68,165,21,0.005099471,1.2855,19332,15038,1063.220000,1104.660000,1034.740000,1056.030000,4050190080,103334617088
1/26/2018,45830,3298,9532,4234,4467,1620,328,233,85,55,348,66,169,23,0.008103473,1.3058,18278,13998,1052.700000,1080.600000,996.780000,1055.170000,3617690112,102333644800
1/27/2018,35494,2713,8009,3590,3129,1104,322,222,65,33,306,54,116,12,0.007249215,1.2988,15524,11953,1055.750000,1121.980000,1042.120000,1107.070000,3002870016,102651150336
1/28/2018,39424,2648,8661,3908,3656,1238,307,211,85,42,305,60,123,23,0.007906413,1.2852,15871,12349,1111.780000,1257.770000,1111.780000,1246.010000,5372329984,108121956352
1/29/2018,43509,3342,9652,4332,4275,1539,386,260,93,40,366,73,173,27,0.007121244,1.2905,17856,13836,1246.700000,1256.700000,1169.080000,1182.360000,3715079936,121268518912
1/30/2018,52987,3863,10465,4519,5515,1873,397,280,102,50,451,90,209,42,0.010192116,1.3518,20546,15199,1184.130000,1184.630000,1058.970000,1071.130000,4107859968,115206995968
